category,description
politics,"Representative Carolyn B. Maloney, Democrat of New York and the chairwoman of the House Oversight Committee, said Monday that she would subpoena Louis DeJoy, the postmaster general, for documents she said he had withheld from Congress related to mail delays and communications with the Trump campaign."
politics,"As Donald J. Trump on Monday avoided repeating his recent debate claim that the George W. Bush administration had “lied” in the buildup to the invasion of Iraq in 2003, the conservative radio host Rush Limbaugh said that Mr. Trump had used the language of Democrats to attack the former president. "
politics," Former Vice President Al Gore is easing back into American politics, starting by training Democratic operatives for this fall's elections in New Jersey, Virginia, and New York and then launching a political action committee to help Congressional candidates in the 2002 elections. "
politics,"EASTPOINTE, Mich. — The conversation started with potholes."
economy,"As disputes over patents, copyrights, trademarks and trade secrets have grown, the nation’s biggest law firms have wrested away much of the lucrative intellectual property litigation work from smaller boutique firms."
economy,"ON the second floor of 336 West 37th Street in Manhattan, a sign on the door of Regency Fashion says the minimum wage is $5.15 an hour. Someone has scribbled a 1 after the dollar sign. Inside, most of the sewing machines are silent. A Chinese deity looks over the factory floor from behind a mound of partly burned incense sticks. Several of the dozen workers have tied strips of red fabric around their noses to block the dust."
economy,"McCaw Cellular Communications Inc. has reported a loss of $133.7 million for the second quarter, more than double its loss of $60.7 million a year ago. The company, however, had positive income from operations of $39.3 million for the period, up from $22.1 million a year earlier. Revenues for McCaw, the nation's largest cellular company, rose 26.8 percent, to $342.4 million from $270 million."
economy,"I was in a large meeting at my company, sharing an idea that had occurred to me, when one of my younger colleagues raised her hand and jumped in. “I’m feeling like we’re getting off track,” she said with some impatience. “We have an agenda, and I think we ought to stick to it.”"
economy,"WASHINGTON - AT a Senate hearing last week, Walter Isaacson, the former CNN chief who is vice chairman of the agency leading Louisiana's recovery from Hurricane Katrina, identified the state's two highest priorities: stronger levees and loans to help the 80,000 or so small businesses in the hardest-hit areas stay afloat."
economy,"SMALL-BUSINESS owners must often juggle the same complex accounting, legal and management issues that large corporations do without nearly the same resources or staff. ""There are so many factors involved, and the interplay between the personal and business complicates things even further,"" said James A. Seidel, an executive at RIA, which provides small-business advice. While there is no substitute for hands-on experience, here are some tips that can help out small companies:"
economy,"Armco Inc. said it would shut its only operating open hearth furnace on Nov. 3, affecting about 250 employees. Armco officials said that about 100 employees would be moved to other areas of the company's Middletown Works steel plant. The others will be placed on ''labor reserve'' to await openings. M. E. Lewis, manager of the Middletown Works, said the furnace's shutdown was part of Armco's long-term modernization plan."
economy,"LONDON — Mayfair, a well-heeled neighborhood in central London, has attracted the world’s elite for decades."
economy,"FOR years, the hassle of dealing with taxes has been the No. 1 problem for small businesses. But late last year the rising cost of insurance edged ahead as the biggest headache, ranked in national surveys before taxes, the sluggish economy and poor sales."
economy,"CHITCHAT COMMUNICATIONS, a provider of prepaid phone cards, looks like a typical industry giant, at first glance. In addition to professional graphics on its Web site, the company uses a Web-based telephone answering system suitable for scores of employees. Except there are not scores of employees at Chitchat."
entertainment,"Something unusual caught her eye when Margaret Loesch, the president of the president of the Fox Children's Network, walked into her local bookstore."
entertainment,"The first of a long line of game shows on the small screen - ''The CBS Television Quiz''- had its premiere on July 2, 1941. More than half a century later, the stakes may be higher (the first contestants did not play for money), but the basic formats are not at all that different. Like ''Jeopardy!'' today, ''The CBS Television Quiz'' gave contestants the answer and asked them to pose the question. The quiz that follows will test your knowledge of other spinoffs, and spin-outs, of the past, some of which can still be seen on the Game Show Network and in syndication."
entertainment,"STORYTELLING (2001) Wednesday at 11 p.m. and Wednesday/Early Thursday at 2:45 a.m. on IFC Paul Giamatti plays a would-be filmmaker who tricks a dissatisfied suburban couple (John Goodman and Julie Hagerty, above right) and their three sons into appearing in an unflattering documentary. Selma Blair plays a vulnerable creative-writing student who has a demeaning experience with her teacher (Robert Wisdom) and turns it into a short story. Todd Solondz, who wrote and directed, has one theme here: the damage that even seemingly decent people do to others. Mr. Solondz makes the lesson both painful and funny."
entertainment," For all its huge sales numbers (11 million copies of ""Spider-Man"" in a week), DVD is reaching beyond the movie studios to all kinds of smaller producers and distributors. For example, several years ago Gary Hustwit was working for Salon.com when he got a DVD player. A fan of independent films, some of them obscure, he started collecting them on disc. The supply went only so far, however, and having had some experience in independent music and book publishing, he decided to start a company and go looking for films that appealed to him and his partner in the venture, Sean Anderson, former director of DVD development at the Criterion Collection. "
